 disease,code
Torus fracture_ fibula alone,8234
Torus fracture_ fibula with tibia,8234
Closed fracture of unspecified part of tibia alone,8238
Closed fracture of unspecified part of fibula alone,8238
Closed fracture of unspecified part of fibula with tibia,8238
Open fracture of unspecified part of tibia alone,8239
Open fracture of unspecified part of fibula alone,8239
Open fracture of unspecified part of fibula with tibia,8239
 Fracture of medial malleolus_ closed,8240
 Fracture of medial malleolus_ open,8241
 Fracture of lateral malleolus_ closed,8242
 Fracture of lateral malleolus_ open,8243
 Bimalleolar fracture_ closed,8244
 Bimalleolar fracture_ open,8245
 Trimalleolar fracture_ closed,8246
 Trimalleolar fracture_ open,8247
 Unspecified fracture of ankle_ closed,8248
 Unspecified fracture of ankle_ open,8249
 Fracture of calcaneus_ closed,8250
 Fracture of calcaneus_ open,8251
Closed fracture of unspecified bone(s) of foot [except toes],8252
Closed fracture of astragalus,8252
Closed fracture of navicular [scaphoid]_ foot,8252
Closed fracture of cuboid,8252
Closed fracture of cuneiform_ foot,8252
Closed fracture of metatarsal bone(s),8252
Other closed fracture of tarsal and metatarsal bones,8252
Open fracture of unspecified bone(s) of foot [except toes],8253
Open fracture of astragalus,8253
Open fracture of navicular [scaphoid]_ foot,8253
Open fracture of cuboid,8253
Open fracture of cuneiform_ foot,8253
Open fracture of metatarsal bone(s),8253
Other open fracture of tarsal and metatarsal bones,8253
 Closed fracture of one or more phalanges of foot,8260
 Open fracture of one or more phalanges of foot,8261
 Other_ multiple and ill-defined fractures of lower limb_ closed,8270
 Other_ multiple and ill-defined fractures of lower limb_ open,8271
 Closed multiple fractures involving both lower limbs_ lower with upper limb_ and lower limb(s) with rib(s) and sternum,8280
 Open multiple fractures involving both lower limbs_ lower with upper limb_ and lower limb(s) with rib(s) and sternum,8281
 Fracture of unspecified bone_ closed,8290
 Fracture of unspecified bone_ open,8291
 Closed dislocation of jaw,8300
 Open dislocation of jaw,8301
Closed dislocation of shoulder_ unspecified,8310
Closed anterior dislocation of humerus,8310
Closed posterior dislocation of humerus,8310
Closed inferior dislocation of humerus,8310
Closed dislocation of acromioclavicular (joint),8310
Closed dislocation of shoulder_ other,8310
Open dislocation of shoulder_ unspecified,8311
Open anterior dislocation of humerus,8311
Open posterior dislocation of humerus,8311
Open inferior dislocation of humerus,8311
Open dislocation of acromioclavicular (joint),8311
Open dislocation of shoulder_ other,8311
Closed dislocation of elbow_ unspecified,8320
Closed anterior dislocation of elbow,8320
Closed posterior dislocation of elbow,8320
Closed medial dislocation of elbow,8320
Closed lateral dislocation of elbow,8320
Closed dislocation of elbow_ other,8320
Open dislocation of elbow_ unspecified,8321
Open anterior dislocation of elbow,8321
Open posterior dislocation of elbow,8321
Open medial dislocation of elbow,8321
Open lateral dislocation of elbow,8321
Open dislocation of elbow_ other,8321
 Nursemaid's elbow,8322
Closed dislocation of wrist_ unspecified part,8330
Closed dislocation of radioulnar (joint)_ distal,8330
Closed dislocation of radiocarpal (joint),8330
Closed dislocation of midcarpal (joint),8330
Closed dislocation of carpometacarpal (joint),8330
Closed dislocation of metacarpal (bone)_ proximal end,8330
Closed dislocation of wrist_ other,8330
Open dislocation of wrist_ unspecified part,8331
Open dislocation of radioulnar (joint)_ distal,8331
Open dislocation of radiocarpal (joint),8331
Open dislocation of midcarpal (joint),8331
Open dislocation of carpometacarpal (joint),8331
Open dislocation of metacarpal (bone)_ proximal end,8331
Open dislocation of wrist_ other,8331
Closed dislocation of finger_ unspecified part,8340
Closed dislocation of metacarpophalangeal (joint),8340
Closed dislocation of interphalangeal (joint)_ hand,8340
Open dislocation of finger_ unspecified part,8341
Open dislocation of metacarpophalangeal (joint),8341
Open dislocation interphalangeal (joint)_ hand,8341
Closed dislocation of hip_ unspecified site,8350
Closed posterior dislocation of hip,8350
Closed obturator dislocation of hip,8350
Other closed anterior dislocation of hip,8350
Open dislocation of hip_ unspecified site,8351
Open posterior dislocation of hip,8351
Open obturator dislocation of hip,8351
Other open anterior dislocation of hip,8351
 Tear of medial cartilage or meniscus of knee_ current,8360
 Tear of lateral cartilage or meniscus of knee_ current,8361
 Other tear of cartilage or meniscus of knee_ current,8362
 Dislocation of patella_ closed,8363
 Dislocation of patella_ open,8364
Dislocation of knee_ unspecified_ closed,8365
Anterior dislocation of tibia_ proximal end_ closed,8365
Posterior dislocation of tibia_ proximal end_ closed,8365
Medial dislocation of tibia_ proximal end_ closed,8365
Lateral dislocation of tibia_ proximal end_ closed,8365
Other dislocation of knee_ closed,8365
Dislocation of knee_ unspecified_ open,8366
Anterior dislocation of tibia_ proximal end_ open,8366
Posterior dislocation of tibia_ proximal end_ open,8366
Medial dislocation of tibia_ proximal end_ open,8366
Lateral dislocation of tibia_ proximal end_ open,8366
Other dislocation of knee_ open,8366
 Closed dislocation of ankle,8370
 Open dislocation of ankle,8371
Closed dislocation of foot_ unspecified,8380
Closed dislocation of tarsal (bone)_ joint unspecified,8380
Closed dislocation of midtarsal (joint),8380
Closed dislocation of tarsometatarsal (joint),8380
Closed dislocation of metatarsal (bone)_ joint unspecified,8380
Closed dislocation of metatarsophalangeal (joint),8380
Closed dislocation of interphalangeal (joint)_ foot,8380
Closed dislocation of foot_ other,8380
Open dislocation of foot_ unspecified,8381
Open dislocation of tarsal (bone)_ joint unspecified,8381
Open dislocation of midtarsal (joint),8381
Open dislocation of tarsometatarsal (joint),8381
Open dislocation of metatarsal (bone)_ joint unspecified,8381
Open dislocation of metatarsophalangeal (joint),8381
Open dislocation of interphalangeal (joint)_ foot,8381
Open dislocation of foot_ other,8381
Closed dislocation_ cervical vertebra_ unspecified,8390
Closed dislocation_ first cervical vertebra,8390
Closed dislocation_ second cervical vertebra,8390
Closed dislocation_ third cervical vertebra,8390
Closed dislocation_ fourth cervical vertebra,8390
Closed dislocation_ fifth cervical vertebra,8390
Closed dislocation_ sixth cervical vertebra,8390
Closed dislocation_ seventh cervical vertebra,8390
Closed dislocation_ multiple cervical vertebrae,8390
Open dislocation_ cervical vertebra_ unspecified,8391
Open dislocation_ first cervical vertebra,8391
Open dislocation_ second cervical vertebra,8391
Open dislocation_ third cervical vertebra,8391
Open dislocation_ fourth cervical vertebra,8391
Open dislocation_ fifth cervical vertebra,8391
Open dislocation_ sixth cervical vertebra,8391
Open dislocation_ seventh cervical vertebra,8391
Open dislocation_ multiple cervical vertebrae,8391
Closed dislocation_ lumbar vertebra,8392
Closed dislocation_ thoracic vertebra,8392
Open dislocation_ lumbar vertebra,8393
Open dislocation_ thoracic vertebra,8393
Closed dislocation_ vertebra_ unspecified site,8394
Closed dislocation_ coccyx,8394
Closed dislocation_ sacrum,8394
