DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION
851_1_5,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn cort contu-deep coma
851_1_6,"Cortex (cerebral) contusion with open intracranial wound, with loss of consciousness of unspecified duration",Opn cort contus-coma NOS
851_1_9,"Cortex (cerebral) contusion with open intracranial wound, with concussion, unspecified",Opn cortx contus-concuss
851_2_0,"Cortex (cerebral) laceration without mention of open intracranial wound, unspecified state of consciousness",Cerebral cortex lacerat
851_2_1,"Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness",Cortex lacerat w/o coma
851_2_2,"Cortex (cerebral) laceration without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Cortex lacera-brief coma
851_2_3,"Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Cortex lacerat-mod coma
851_2_4,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Cortex lacerat-prol coma
851_2_5,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Cortex lacerat-deep coma
851_2_6,"Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",Cortex lacerat-coma NOS
851_2_9,"Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified",Cortex lacerat-concuss
851_3_0,"Cortex (cerebral) laceration with open intracranial wound, unspecified state of consciousness",Cortex lacer w opn wound
851_3_1,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness",Opn cortex lacer-no coma
851_3_2,"Cortex (cerebral) laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn cortx lac-brief coma
851_3_3,"Cortex (cerebral) laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn cortx lacer-mod coma
851_3_4,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn cortx lac-proln coma
851_3_5,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn cortex lac-deep coma
851_3_6,"Cortex (cerebral) laceration with open intracranial wound, with loss of consciousness of unspecified duration",Opn cortx lacer-coma NOS
851_3_9,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified",Opn cortx lacer-concuss
851_4_0,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness",Cerebel/brain stm contus
851_4_1,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness",Cerebell contus w/o coma
851_4_2,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Cerebell contus-brf coma
851_4_3,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Cerebell contus-mod coma
851_4_4,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level",Cerebel contus-prol coma
851_4_5,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Cerebel contus-deep coma
851_4_6,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",Cerebell contus-coma NOS
851_4_9,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified",Cerebell contus-concuss
851_5_0,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",Cerebel contus w opn wnd
851_5_1,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness",Opn cerebe cont w/o coma
851_5_2,"Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn cerebe cont-brf coma
851_5_3,"Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn cerebe cont-mod coma
851_5_4,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn cerebe cont-prol com
851_5_5,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn cerebe cont-deep com
851_5_6,"Cerebellar or brain stem contusion with open intracranial wound, with loss of consciousness of unspecified duration",Opn cerebe cont-coma NOS
851_5_9,"Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified",Opn cerebel cont-concuss
851_6_0,"Cerebellar or brain stem laceration without mention of open intracranial wound, unspecified state of consciousness",Cerebel/brain stem lacer
851_6_1,"Cerebellar or brain stem laceration without mention of open intracranial wound, with no loss of consciousness",Cerebel lacerat w/o coma
851_6_2,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",Cerebel lacer-brief coma
851_6_3,"Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Cerebel lacerat-mod coma
851_6_4,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Cerebel lacer-proln coma
851_6_5,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Cerebell lacer-deep coma
851_6_6,"Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",Cerebel lacerat-coma NOS
851_6_9,"Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified",Cerebel lacer-concussion
851_7_0,"Cerebellar or brain stem laceration with open intracranial wound, unspecified state of consciousness",Cerebel lacer w open wnd
851_7_1,"Cerebellar or brain stem laceration with open intracranial wound, with no loss of consciousness",Opn cerebel lac w/o coma
851_7_2,"Cerebellar or brain stem laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn cerebel lac-brf coma
851_7_3,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn cerebel lac-mod coma
851_7_4,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn cerebe lac-prol coma
851_7_5,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn cerebe lac-deep coma
851_7_6,"Cerebellar or brain stem laceration with open intracranial wound, with loss of consciousness of unspecified duration",Opn cerebel lac-coma NOS
851_7_9,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified",Opn cerebell lac-concuss
851_8_0,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness",Brain laceration NEC
851_8_1,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness",Brain lacer NEC w/o coma
851_8_2,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Brain lac NEC-brief coma
851_8_3,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Brain lacer NEC-mod coma
851_8_4,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",Brain lac NEC-proln coma
851_8_5,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Brain lac NEC-deep coma
851_8_6,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration",Brain lacer NEC-coma NOS
851_8_9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified",Brain lacer NEC-concuss
851_9_0,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness",Brain lac NEC w open wnd
851_9_1,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness",Opn brain lacer w/o coma
851_9_2,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn brain lac-brief coma
851_9_3,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn brain lacer-mod coma
851_9_4,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn brain lac-proln coma
851_9_5,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Open brain lac-deep coma
851_9_6,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration",Opn brain lacer-coma NOS
851_9_9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified",Open brain lacer-concuss
852_0_0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",Traum subarachnoid hem
852_0_1,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Subarachnoid hem-no coma
852_0_2,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Subarach hem-brief coma
852_0_3,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Subarach hem-mod coma
852_0_4,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Subarach hem-prolng coma
852_0_5,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Subarach hem-deep coma
852_0_6,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",Subarach hem-coma NOS
852_0_9,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",Subarach hem-concussion
852_1_0,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness",Subarach hem w opn wound
852_1_1,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness",Opn subarach hem-no coma
852_1_2,"Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",Op subarach hem-brf coma
852_1_3,"Subarachnoid hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Op subarach hem-mod coma
852_1_4,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",Op subarach hem-prol com
852_1_5,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Op subarach hem-deep com
852_1_6,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",Op subarach hem-coma NOS
852_1_9,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",Opn subarach hem-concuss
852_2_0,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",Traumatic subdural hem
852_2_1,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Subdural hem w/o coma
852_2_2,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Subdural hem-brief coma
852_2_3,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Subdural hemorr-mod coma
852_2_4,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Subdural hem-prolng coma
852_2_5,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Subdural hem-deep coma
852_2_6,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",Subdural hemorr-coma NOS
852_2_9,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",Subdural hem-concussion
852_3_0,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",Subdural hem w opn wound
852_3_1,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",Open subdur hem w/o coma
852_3_2,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn subdur hem-brf coma
852_3_3,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn subdur hem-mod coma
852_3_4,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn subdur hem-prol coma
